"GO.ID","Term","Annotated","Significant","Expected","fisher"
"GO:1903707","negative regulation of hemopoiesis",127,2,1.47,"0.43431"
"GO:0006458","'de novo' protein folding",49,1,0.57,"0.43566"
"GO:0010453","regulation of cell fate commitment",49,1,0.57,"0.43566"
"GO:0014003","oligodendrocyte development",49,1,0.57,"0.43566"
"GO:0021575","hindbrain morphogenesis",49,1,0.57,"0.43566"
"GO:0021795","cerebral cortex cell migration",49,1,0.57,"0.43566"
"GO:0030850","prostate gland development",49,1,0.57,"0.43566"
"GO:0031294","lymphocyte costimulation",49,1,0.57,"0.43566"
"GO:0048489","synaptic vesicle transport",49,1,0.57,"0.43566"
"GO:0048546","digestive tract morphogenesis",49,1,0.57,"0.43566"
"GO:0051489","regulation of filopodium assembly",49,1,0.57,"0.43566"
"GO:0060043","regulation of cardiac muscle cell prolif...",49,1,0.57,"0.43566"
"GO:0072583","clathrin-dependent endocytosis",49,1,0.57,"0.43566"
"GO:0090181","regulation of cholesterol metabolic proc...",49,1,0.57,"0.43566"
"GO:0098927","vesicle-mediated transport between endos...",49,1,0.57,"0.43566"
"GO:1901976","regulation of cell cycle checkpoint",49,1,0.57,"0.43566"
"GO:1902041","regulation of extrinsic apoptotic signal...",49,1,0.57,"0.43566"
"GO:1902459","positive regulation of stem cell populat...",49,1,0.57,"0.43566"
"GO:1903170","negative regulation of calcium ion trans...",49,1,0.57,"0.43566"
"GO:1904894","positive regulation of receptor signalin...",49,1,0.57,"0.43566"
"GO:0098739","import across plasma membrane",209,3,2.42,"0.43750"
"GO:0030278","regulation of ossification",128,2,1.48,"0.43825"
"GO:0035592","establishment of protein localization to...",375,5,4.35,"0.43972"
"GO:0001774","microglial cell activation",50,1,0.58,"0.44222"
"GO:0032369","negative regulation of lipid transport",50,1,0.58,"0.44222"
"GO:0035272","exocrine system development",50,1,0.58,"0.44222"
"GO:0035601","protein deacylation",50,1,0.58,"0.44222"
"GO:0042181","ketone biosynthetic process",50,1,0.58,"0.44222"
"GO:0042491","inner ear auditory receptor cell differe...",50,1,0.58,"0.44222"
"GO:0043114","regulation of vascular permeability",50,1,0.58,"0.44222"
"GO:0045747","positive regulation of Notch signaling p...",50,1,0.58,"0.44222"
"GO:0046686","response to cadmium ion",50,1,0.58,"0.44222"
"GO:0047496","vesicle transport along microtubule",50,1,0.58,"0.44222"
"GO:0048538","thymus development",50,1,0.58,"0.44222"
"GO:0051150","regulation of smooth muscle cell differe...",50,1,0.58,"0.44222"
"GO:0060976","coronary vasculature development",50,1,0.58,"0.44222"
"GO:0072599","establishment of protein localization to...",50,1,0.58,"0.44222"
"GO:0098815","modulation of excitatory postsynaptic po...",50,1,0.58,"0.44222"
"GO:1902116","negative regulation of organelle assembl...",50,1,0.58,"0.44222"
"GO:2000404","regulation of T cell migration",50,1,0.58,"0.44222"
"GO:0009154","purine ribonucleotide catabolic process",130,2,1.51,"0.44609"
"GO:0043244","regulation of protein-containing complex...",130,2,1.51,"0.44609"
"GO:0043271","negative regulation of monoatomic ion tr...",130,2,1.51,"0.44609"
"GO:0098659","inorganic cation import across plasma me...",130,2,1.51,"0.44609"
"GO:0099587","inorganic ion import across plasma membr...",130,2,1.51,"0.44609"
"GO:0003254","regulation of membrane depolarization",51,1,0.59,"0.44870"
"GO:0007019","microtubule depolymerization",51,1,0.59,"0.44870"
"GO:0008089","anterograde axonal transport",51,1,0.59,"0.44870"
"GO:0019320","hexose catabolic process",51,1,0.59,"0.44870"
"GO:0032365","intracellular lipid transport",51,1,0.59,"0.44870"
"GO:0060119","inner ear receptor cell development",51,1,0.59,"0.44870"
"GO:0140467","integrated stress response signaling",51,1,0.59,"0.44870"
"GO:1905144","response to acetylcholine",51,1,0.59,"0.44870"
"GO:1990090","cellular response to nerve growth factor...",51,1,0.59,"0.44870"
"GO:0098660","inorganic ion transmembrane transport",969,12,11.23,"0.44941"
"GO:0017148","negative regulation of translation",213,3,2.47,"0.44965"
"GO:0070372","regulation of ERK1 and ERK2 cascade",296,4,3.43,"0.44978"
"GO:0050830","defense response to Gram-positive bacter...",131,2,1.52,"0.44999"
"GO:0043123","positive regulation of canonical NF-kapp...",214,3,2.48,"0.45268"
"GO:0014902","myotube differentiation",132,2,1.53,"0.45387"
"GO:0015918","sterol transport",132,2,1.53,"0.45387"
"GO:0003197","endocardial cushion development",52,1,0.6,"0.45511"
"GO:0009299","mRNA transcription",52,1,0.6,"0.45511"
"GO:0032506","cytokinetic process",52,1,0.6,"0.45511"
"GO:0042461","photoreceptor cell development",52,1,0.6,"0.45511"
"GO:0043457","regulation of cellular respiration",52,1,0.6,"0.45511"
"GO:0089718","amino acid import across plasma membrane",52,1,0.6,"0.45511"
"GO:1904262","negative regulation of TORC1 signaling",52,1,0.6,"0.45511"
"GO:0051051","negative regulation of transport",467,6,5.41,"0.45754"
"GO:0010595","positive regulation of endothelial cell ...",133,2,1.54,"0.45774"
"GO:0045834","positive regulation of lipid metabolic p...",133,2,1.54,"0.45774"
"GO:0098773","skin epidermis development",133,2,1.54,"0.45774"
"GO:1903322","positive regulation of protein modificat...",133,2,1.54,"0.45774"
"GO:0071692","protein localization to extracellular re...",383,5,4.44,"0.45780"
"GO:0043122","regulation of canonical NF-kappaB signal...",300,4,3.48,"0.45999"
"GO:0000387","spliceosomal snRNP assembly",53,1,0.61,"0.46144"
"GO:0001754","eye photoreceptor cell differentiation",53,1,0.61,"0.46144"
"GO:0002269","leukocyte activation involved in inflamm...",53,1,0.61,"0.46144"
"GO:0006497","protein lipidation",53,1,0.61,"0.46144"
"GO:0010043","response to zinc ion",53,1,0.61,"0.46144"
"GO:0014075","response to amine",53,1,0.61,"0.46144"
"GO:0021695","cerebellar cortex development",53,1,0.61,"0.46144"
"GO:0022602","ovulation cycle process",53,1,0.61,"0.46144"
"GO:0042269","regulation of natural killer cell mediat...",53,1,0.61,"0.46144"
"GO:0051403","stress-activated MAPK cascade",53,1,0.61,"0.46144"
"GO:0141084","inflammasome-mediated signaling pathway",53,1,0.61,"0.46144"
"GO:1901570","fatty acid derivative biosynthetic proce...",53,1,0.61,"0.46144"
"GO:1904035","regulation of epithelial cell apoptotic ...",53,1,0.61,"0.46144"
"GO:1990089","response to nerve growth factor",53,1,0.61,"0.46144"
"GO:1901875","positive regulation of post-translationa...",134,2,1.55,"0.46159"
"GO:0015711","organic anion transport",469,6,5.44,"0.46161"
"GO:0048562","embryonic organ morphogenesis",302,4,3.5,"0.46507"
"GO:0007052","mitotic spindle organization",135,2,1.57,"0.46543"
"GO:0048511","rhythmic process",303,4,3.51,"0.46760"
"GO:0009952","anterior/posterior pattern specification",219,3,2.54,"0.46769"
"GO:0001836","release of cytochrome c from mitochondri...",54,1,0.63,"0.46770"
"GO:0006778","porphyrin-containing compound metabolic ...",54,1,0.63,"0.46770"
"GO:0010543","regulation of platelet activation",54,1,0.63,"0.46770"
"GO:0010874","regulation of cholesterol efflux",54,1,0.63,"0.46770"
"GO:0045581","negative regulation of T cell differenti...",54,1,0.63,"0.46770"
"GO:0046622","positive regulation of organ growth",54,1,0.63,"0.46770"
"GO:0048286","lung alveolus development",54,1,0.63,"0.46770"
"GO:0071622","regulation of granulocyte chemotaxis",54,1,0.63,"0.46770"
"GO:0071827","plasma lipoprotein particle organization",54,1,0.63,"0.46770"
"GO:0009261","ribonucleotide catabolic process",136,2,1.58,"0.46925"
"GO:0045637","regulation of myeloid cell differentiati...",220,3,2.55,"0.47067"
"GO:0002758","innate immune response-activating signal...",305,4,3.54,"0.47266"
"GO:0002456","T cell mediated immunity",137,2,1.59,"0.47305"
"GO:0006486","protein glycosylation",221,3,2.56,"0.47364"
"GO:0043413","macromolecule glycosylation",221,3,2.56,"0.47364"
"GO:0002043","blood vessel endothelial cell proliferat...",55,1,0.64,"0.47389"
"GO:0006111","regulation of gluconeogenesis",55,1,0.64,"0.47389"
"GO:0007215","glutamate receptor signaling pathway",55,1,0.64,"0.47389"
"GO:0010665","regulation of cardiac muscle cell apopto...",55,1,0.64,"0.47389"
"GO:0034198","cellular response to amino acid starvati...",55,1,0.64,"0.47389"
"GO:0035176","social behavior",55,1,0.64,"0.47389"
"GO:0044818","mitotic G2/M transition checkpoint",55,1,0.64,"0.47389"
"GO:0045778","positive regulation of ossification",55,1,0.64,"0.47389"
"GO:0046365","monosaccharide catabolic process",55,1,0.64,"0.47389"
"GO:0050885","neuromuscular process controlling balanc...",55,1,0.64,"0.47389"
"GO:0099024","plasma membrane invagination",55,1,0.64,"0.47389"
"GO:0099084","postsynaptic specialization organization",55,1,0.64,"0.47389"
"GO:0001816","cytokine production",902,11,10.46,"0.47557"
"GO:0007389","pattern specification process",476,6,5.52,"0.47581"
"GO:0045216","cell-cell junction organization",222,3,2.57,"0.47661"
"GO:0030218","erythrocyte differentiation",138,2,1.6,"0.47683"
"GO:0098609","cell-cell adhesion",990,12,11.48,"0.47927"
"GO:0001954","positive regulation of cell-matrix adhes...",56,1,0.65,"0.48001"
"GO:0007187","G protein-coupled receptor signaling pat...",56,1,0.65,"0.48001"
"GO:0007528","neuromuscular junction development",56,1,0.65,"0.48001"
"GO:0010719","negative regulation of epithelial to mes...",56,1,0.65,"0.48001"
"GO:0036230","granulocyte activation",56,1,0.65,"0.48001"
"GO:0046605","regulation of centrosome cycle",56,1,0.65,"0.48001"
"GO:1902895","positive regulation of miRNA transcripti...",56,1,0.65,"0.48001"
"GO:0006195","purine nucleotide catabolic process",139,2,1.61,"0.48060"
"GO:0007266","Rho protein signal transduction",139,2,1.61,"0.48060"
"GO:0046328","regulation of JNK cascade",139,2,1.61,"0.48060"
"GO:1904950","negative regulation of establishment of ...",139,2,1.61,"0.48060"
"GO:0002683","negative regulation of immune system pro...",564,7,6.54,"0.48125"
"GO:0051402","neuron apoptotic process",309,4,3.58,"0.48272"
"GO:0051604","protein maturation",565,7,6.55,"0.48311"
"GO:0007498","mesoderm development",140,2,1.62,"0.48436"
"GO:0034728","nucleosome organization",140,2,1.62,"0.48436"
"GO:0061041","regulation of wound healing",140,2,1.62,"0.48436"
"GO:0045619","regulation of lymphocyte differentiation",225,3,2.61,"0.48546"
"GO:0000381","regulation of alternative mRNA splicing,...",57,1,0.66,"0.48606"
"GO:0002686","negative regulation of leukocyte migrati...",57,1,0.66,"0.48606"
"GO:0002762","negative regulation of myeloid leukocyte...",57,1,0.66,"0.48606"
"GO:0006749","glutathione metabolic process",57,1,0.66,"0.48606"
"GO:0031098","stress-activated protein kinase signalin...",57,1,0.66,"0.48606"
"GO:0032147","activation of protein kinase activity",57,1,0.66,"0.48606"
"GO:0043331","response to dsRNA",57,1,0.66,"0.48606"
"GO:0046148","pigment biosynthetic process",57,1,0.66,"0.48606"
"GO:0050805","negative regulation of synaptic transmis...",57,1,0.66,"0.48606"
"GO:0051703","biological process involved in intraspec...",57,1,0.66,"0.48606"
"GO:0071470","cellular response to osmotic stress",57,1,0.66,"0.48606"
"GO:0071825","protein-lipid complex organization",57,1,0.66,"0.48606"
"GO:0016482","cytosolic transport",141,2,1.63,"0.48809"
"GO:0016485","protein processing",227,3,2.63,"0.49132"
"GO:0031109","microtubule polymerization or depolymeri...",142,2,1.65,"0.49181"
"GO:0006091","generation of precursor metabolites and ...",484,6,5.61,"0.49191"
"GO:0006584","catecholamine metabolic process",58,1,0.67,"0.49203"
"GO:0006826","iron ion transport",58,1,0.67,"0.49203"
"GO:0009712","catechol-containing compound metabolic p...",58,1,0.67,"0.49203"
"GO:0010656","negative regulation of muscle cell apopt...",58,1,0.67,"0.49203"
"GO:0010659","cardiac muscle cell apoptotic process",58,1,0.67,"0.49203"
"GO:0010662","regulation of striated muscle cell apopt...",58,1,0.67,"0.49203"
"GO:0030837","negative regulation of actin filament po...",58,1,0.67,"0.49203"
"GO:0035315","hair cell differentiation",58,1,0.67,"0.49203"
"GO:0035329","hippo signaling",58,1,0.67,"0.49203"
"GO:0045010","actin nucleation",58,1,0.67,"0.49203"
"GO:0061178","regulation of insulin secretion involved...",58,1,0.67,"0.49203"
"GO:0061756","leukocyte adhesion to vascular endotheli...",58,1,0.67,"0.49203"
"GO:0098732","macromolecule deacylation",58,1,0.67,"0.49203"
"GO:1904645","response to amyloid-beta",58,1,0.67,"0.49203"
"GO:1990928","response to amino acid starvation",58,1,0.67,"0.49203"
"GO:0045321","leukocyte activation",1000,12,11.59,"0.49340"
"GO:0007163","establishment or maintenance of cell pol...",228,3,2.64,"0.49424"
"GO:0034763","negative regulation of transmembrane tra...",143,2,1.66,"0.49552"
"GO:0050770","regulation of axonogenesis",143,2,1.66,"0.49552"
"GO:0065007","biological regulation",12800,149,148.39,"0.49680"
"GO:0002715","regulation of natural killer cell mediat...",59,1,0.68,"0.49794"
"GO:0019369","arachidonate metabolic process",59,1,0.68,"0.49794"
"GO:0032413","negative regulation of ion transmembrane...",59,1,0.68,"0.49794"
"GO:0042158","lipoprotein biosynthetic process",59,1,0.68,"0.49794"
"GO:0061900","glial cell activation",59,1,0.68,"0.49794"
"GO:2000107","negative regulation of leukocyte apoptot...",59,1,0.68,"0.49794"
"GO:0031623","receptor internalization",144,2,1.67,"0.49920"
"GO:0048813","dendrite morphogenesis",144,2,1.67,"0.49920"
"GO:0010718","positive regulation of epithelial to mes...",60,1,0.7,"0.50378"
"GO:0032608","interferon-beta production",60,1,0.7,"0.50378"
"GO:0032648","regulation of interferon-beta production",60,1,0.7,"0.50378"
"GO:0043616","keratinocyte proliferation",60,1,0.7,"0.50378"
"GO:0048278","vesicle docking",60,1,0.7,"0.50378"
"GO:0060997","dendritic spine morphogenesis",60,1,0.7,"0.50378"
"GO:0060998","regulation of dendritic spine developmen...",60,1,0.7,"0.50378"
"GO:0070613","regulation of protein processing",60,1,0.7,"0.50378"
"GO:1903018","regulation of glycoprotein metabolic pro...",60,1,0.7,"0.50378"
"GO:0007249","canonical NF-kappaB signal transduction",318,4,3.69,"0.50507"
"GO:0043583","ear development",232,3,2.69,"0.50583"
"GO:0048588","developmental cell growth",232,3,2.69,"0.50583"
"GO:0071222","cellular response to lipopolysaccharide",232,3,2.69,"0.50583"
"GO:0046887","positive regulation of hormone secretion",146,2,1.69,"0.50652"
"GO:0002366","leukocyte activation involved in immune ...",319,4,3.7,"0.50753"
"GO:0009893","positive regulation of metabolic process",3685,43,42.72,"0.50819"
"GO:0001961","positive regulation of cytokine-mediated...",61,1,0.71,"0.50955"
"GO:0010658","striated muscle cell apoptotic process",61,1,0.71,"0.50955"
"GO:0038093","Fc receptor signaling pathway",61,1,0.71,"0.50955"
"GO:0044088","regulation of vacuole organization",61,1,0.71,"0.50955"
"GO:0046456","icosanoid biosynthetic process",61,1,0.71,"0.50955"
"GO:0051293","establishment of spindle localization",61,1,0.71,"0.50955"
"GO:0060038","cardiac muscle cell proliferation",61,1,0.71,"0.50955"
"GO:0097300","programmed necrotic cell death",61,1,0.71,"0.50955"
"GO:0051783","regulation of nuclear division",147,2,1.7,"0.51015"
"GO:0000819","sister chromatid segregation",234,3,2.71,"0.51157"
"GO:0019722","calcium-mediated signaling",235,3,2.72,"0.51443"
"GO:0002712","regulation of B cell mediated immunity",62,1,0.72,"0.51525"
"GO:0002823","negative regulation of adaptive immune r...",62,1,0.72,"0.51525"
"GO:0002889","regulation of immunoglobulin mediated im...",62,1,0.72,"0.51525"
"GO:0007062","sister chromatid cohesion",62,1,0.72,"0.51525"
"GO:0007566","embryo implantation",62,1,0.72,"0.51525"
"GO:0010324","membrane invagination",62,1,0.72,"0.51525"
"GO:0022029","telencephalon cell migration",62,1,0.72,"0.51525"
"GO:0032731","positive regulation of interleukin-1 bet...",62,1,0.72,"0.51525"
"GO:0045599","negative regulation of fat cell differen...",62,1,0.72,"0.51525"
"GO:0051785","positive regulation of nuclear division",62,1,0.72,"0.51525"
"GO:0051932","synaptic transmission, GABAergic",62,1,0.72,"0.51525"
"GO:0070228","regulation of lymphocyte apoptotic proce...",62,1,0.72,"0.51525"
"GO:0071709","membrane assembly",62,1,0.72,"0.51525"
"GO:0099518","vesicle cytoskeletal trafficking",62,1,0.72,"0.51525"
"GO:0002685","regulation of leukocyte migration",236,3,2.74,"0.51728"
"GO:1902115","regulation of organelle assembly",236,3,2.74,"0.51728"
"GO:0002263","cell activation involved in immune respo...",323,4,3.74,"0.51730"
"GO:0097529","myeloid leukocyte migration",237,3,2.75,"0.52012"
"GO:0008347","glial cell migration",63,1,0.73,"0.52089"
"GO:0033059","cellular pigmentation",63,1,0.73,"0.52089"
"GO:1905517","macrophage migration",63,1,0.73,"0.52089"
"GO:0071333","cellular response to glucose stimulus",150,2,1.74,"0.52095"
"GO:0002218","activation of innate immune response",325,4,3.77,"0.52216"
"GO:0006909","phagocytosis",238,3,2.76,"0.52295"
"GO:0050776","regulation of immune response",1023,12,11.86,"0.52556"
"GO:0033013","tetrapyrrole metabolic process",64,1,0.74,"0.52646"
"GO:0034142","toll-like receptor 4 signaling pathway",64,1,0.74,"0.52646"
"GO:0045620","negative regulation of lymphocyte differ...",64,1,0.74,"0.52646"
"GO:0097479","synaptic vesicle localization",64,1,0.74,"0.52646"
"GO:0009890","negative regulation of biosynthetic proc...",2844,33,32.97,"0.52698"
"GO:0090066","regulation of anatomical structure size",502,6,5.82,"0.52752"
"GO:0002687","positive regulation of leukocyte migrati...",152,2,1.76,"0.52806"
"GO:0030534","adult behavior",152,2,1.76,"0.52806"
"GO:0070085","glycosylation",241,3,2.79,"0.53139"
"GO:0046467","membrane lipid biosynthetic process",153,2,1.77,"0.53159"
"GO:0071331","cellular response to hexose stimulus",153,2,1.77,"0.53159"
"GO:0001947","heart looping",65,1,0.75,"0.53197"
